Jugador,Equipo,Posición,Partidos,Minutos jugados,Goles,Asistencias,Paradas,Goles encajados,Tiros,Tiros a puerta,Precision tiros (%),Centros,Centros precisos,Precision centros (%),Tiros al palo,Corners forzados,Faltas recibidas,Faltas cometidas,Pases interceptados,Balones robados,Balones robados al ultimo hombre,Goles salvados bajos palos,TA,TR,Penaltis cometidos,Penaltis forzados,Penaltis lanzados,Penaltis anotados,Penaltis parados,Goles en propia meta,Tiros bloqueados,Errores en gol en contra,Regates con exito,Pases claves,Precision de pases (%),Corners precisos (en corto),Faltas colgadas,Faltas colgadas precisas,Faltas directas,Faltas directas a puerta,Goles de falta,Despejes efectivos
Santi Comesana,Fc Villarreal,Centrocampista,18.0,1325.0,2.0,2.0,0.0,0.0,11.0,2.0,18.0,5.0,2.0,40.0,0.0,1.0,15.0,23.0,13.0,26.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,16.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
Santiago Mourino,Deportivo Alaves,Defensa central,11.0,635.0,0.0,0.0,0.0,0.0,3.0,2.0,67.0,2.0,1.0,50.0,0.0,0.0,7.0,10.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0
Saul Niguez,Fc Sevilla,Centrocampista,9.0,640.0,1.0,4.0,0.0,0.0,20.0,7.0,35.0,7.0,1.0,14.0,0.0,6.0,4.0,16.0,10.0,13.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,82.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0
Scott McKenna,Ud Las Palmas,Defensa central,16.0,1358.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
Selim Amallah,Real Valladolid,Centrocampista ofensivo,13.0,743.0,2.0,1.0,0.0,0.0,17.0,6.0,35.0,18.0,6.0,33.0,0.0,4.0,15.0,18.0,7.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,81.0,9.0,4.0,1.0,1.0,0.0,0.0,3.0
Sergi Altimira,Real Betis Sevilla,Centrocampista,17.0,1152.0,0.0,1.0,0.0,0.0,13.0,2.0,15.0,3.0,0.0,0.0,0.0,2.0,23.0,20.0,12.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,16.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0
Sergi Canos,Fc Valencia,Extremo izquierdo,14.0,343.0,0.0,0.0,0.0,0.0,10.0,3.0,30.0,17.0,2.0,12.0,0.0,6.0,6.0,11.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,61.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0
Sergi Cardona,Fc Villarreal,Lateral izquierdo,19.0,1682.0,1.0,3.0,0.0,0.0,15.0,4.0,27.0,66.0,17.0,26.0,0.0,12.0,14.0,25.0,22.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,26.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,50.0
Sergi Darder,Rcd Mallorca,Centrocampista,20.0,1257.0,0.0,1.0,0.0,0.0,16.0,4.0,25.0,76.0,28.0,37.0,0.0,10.0,20.0,10.0,8.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,25.0,81.0,30.0,30.0,1.0,1.0,1.0,0.0,12.0
Sergi Dominguez,Fc Barcelona,Defensa central,3.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Sergi Gomez,Espanyol Barcelona,Defensa central,11.0,651.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Sergi Guardiola,Rayo Vallecano,Delantero centro,5.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sergio Camello,Rayo Vallecano,Delantero centro,20.0,1007.0,3.0,2.0,0.0,0.0,27.0,7.0,26.0,5.0,1.0,20.0,0.0,5.0,8.0,9.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,17.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Sergio Carreira,Celta Vigo,Lateral derecho,7.0,408.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,6.0,35.0,0.0,3.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Sergio Gomez,Real Sociedad,Extremo derecho,20.0,1521.0,0.0,4.0,0.0,0.0,9.0,6.0,67.0,127.0,28.0,22.0,0.0,18.0,8.0,17.0,10.0,30.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,30.0,85.0,63.0,21.0,4.0,2.0,2.0,0.0,11.0
Sergio Gonzalez,Cd Leganes,Defensa central,20.0,1752.0,2.0,0.0,0.0,0.0,6.0,3.0,50.0,1.0,0.0,0.0,0.0,1.0,6.0,21.0,30.0,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,3.0,4.0,84.0,0.0,6.0,0.0,0.0,0.0,0.0,108.0
Sergio Herrera,Ca Osasuna,Portero,20.0,1800.0,0.0,0.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0
Seydouba Cisse,Cd Leganes,Centrocampista,18.0,1313.0,2.0,0.0,0.0,0.0,11.0,2.0,18.0,6.0,0.0,0.0,0.0,2.0,19.0,24.0,7.0,17.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,8.0,84.0,1.0,3.0,0.0,0.0,0.0,0.0,18.0
Sheraldo Becker,Real Sociedad,Extremo izquierdo,16.0,749.0,1.0,0.0,0.0,0.0,18.0,10.0,56.0,44.0,7.0,16.0,2.0,14.0,11.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Siebe Van Der Heyden,Rcd Mallorca,Defensa central,2.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Silvi Clua,Fc Girona,Centrocampista,4.0,163.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Stanis Idumbo Muzambo,Fc Sevilla,Centrocampista ofensivo,8.0,232.0,1.0,0.0,0.0,0.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Stanko Juric,Real Valladolid,Centrocampista defensivo,18.0,1210.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,7.0,28.0,14.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,3.0,85.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0
Stoichkov,Deportivo Alaves,Segundo delantero,16.0,699.0,0.0,1.0,0.0,0.0,18.0,3.0,17.0,14.0,2.0,14.0,1.0,9.0,16.0,9.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
Stole Dimitrievski,Fc Valencia,Portero,4.0,360.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
Suso Fernandez,Fc Sevilla,Extremo derecho,6.0,142.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,12.0,4.0,33.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,88.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0
Takefusa Kubo,Real Sociedad,Extremo derecho,20.0,1299.0,4.0,0.0,0.0,0.0,23.0,9.0,39.0,41.0,11.0,27.0,0.0,22.0,33.0,12.0,7.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,24.0,77.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0
Takuma Asano,Rcd Mallorca,Extremo derecho,9.0,411.0,0.0,0.0,0.0,0.0,11.0,4.0,36.0,13.0,0.0,0.0,1.0,6.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tanguy Nianzou,Fc Sevilla,Defensa central,6.0,518.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,7.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0
Thibaut Courtois,Real Madrid,Portero,17.0,1530.0,0.0,0.0,35.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Thierno Barry,Fc Villarreal,Delantero centro,19.0,1267.0,7.0,3.0,0.0,0.0,48.0,16.0,33.0,2.0,1.0,50.0,0.0,4.0,28.0,23.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,17.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Thierry Correia,Fc Valencia,Lateral derecho,11.0,768.0,0.0,0.0,0.0,0.0,7.0,3.0,43.0,18.0,4.0,22.0,0.0,6.0,14.0,15.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Tomas Conechny,Deportivo Alaves,Extremo izquierdo,12.0,619.0,1.0,0.0,0.0,0.0,19.0,8.0,42.0,29.0,13.0,45.0,0.0,9.0,8.0,21.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,62.0,3.0,0.0,0.0,2.0,1.0,0.0,6.0
Toni Martinez,Deportivo Alaves,Delantero centro,15.0,544.0,3.0,0.0,0.0,0.0,26.0,9.0,35.0,3.0,1.0,33.0,0.0,4.0,5.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Umar Sadiq,Fc Valencia,Delantero centro,8.0,249.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Unai Gomez,Athletic Bilbao,Centrocampista ofensivo,18.0,590.0,1.0,2.0,0.0,0.0,9.0,2.0,22.0,8.0,2.0,25.0,0.0,2.0,12.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,71.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
Unai Lopez,Rayo Vallecano,Centrocampista,17.0,964.0,3.0,0.0,0.0,0.0,13.0,7.0,54.0,13.0,3.0,23.0,0.0,4.0,10.0,12.0,18.0,9.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,85.0,4.0,4.0,0.0,1.0,0.0,0.0,11.0
Unai Nunez,Athletic Bilbao,Defensa central,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,87.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0
Unai Simon,Athletic Bilbao,Portero,3.0,270.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Urko Gonzalez de Zarate,Espanyol Barcelona,Centrocampista defensivo,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Barco,Fc Sevilla,Lateral izquierdo,7.0,288.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,25.0,4.0,16.0,0.0,7.0,5.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,79.0,5.0,3.0,0.0,2.0,0.0,0.0,2.0
Valentin Rosier,Cd Leganes,Lateral derecho,17.0,1273.0,0.0,1.0,0.0,0.0,5.0,1.0,20.0,18.0,2.0,11.0,0.0,3.0,12.0,24.0,20.0,34.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,5.0,76.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0
Valery Fernandez,Rcd Mallorca,Extremo derecho,11.0,231.0,2.0,0.0,0.0,0.0,3.0,3.0,100.0,4.0,1.0,25.0,0.0,2.0,1.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vedat Muriqi,Rcd Mallorca,Delantero centro,15.0,1086.0,3.0,2.0,0.0,0.0,29.0,10.0,34.0,8.0,0.0,0.0,0.0,11.0,19.0,18.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Vicente Guaita,Celta Vigo,Portero,16.0,1440.0,0.0,0.0,39.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
Victor Meseguer,Fc Barcelona,Delantero centro,14.0,417.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,33.0,0.0,2.0,5.0,8.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Viktor Tsygankov,Fc Girona,Extremo derecho,9.0,582.0,1.0,2.0,0.0,0.0,9.0,3.0,33.0,38.0,16.0,42.0,0.0,7.0,11.0,6.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,82.0,19.0,7.0,0.0,1.0,1.0,0.0,5.0
Vinicius Junior,Real Madrid,Extremo izquierdo,15.0,1176.0,8.0,5.0,0.0,0.0,43.0,14.0,33.0,31.0,6.0,19.0,0.0,22.0,44.0,21.0,0.0,9.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,40.0,30.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Viti Rozada,Ud Las Palmas,Lateral derecho,15.0,910.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,27.0,0.0,3.0,17.0,19.0,17.0,26.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Vitor Roque,Real Betis Sevilla,Delantero centro,17.0,1099.0,4.0,0.0,0.0,0.0,39.0,18.0,46.0,6.0,2.0,33.0,0.0,8.0,28.0,24.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Walid Cheddira,Espanyol Barcelona,Delantero centro,16.0,587.0,1.0,1.0,0.0,0.0,10.0,3.0,30.0,0.0,0.0,0.0,0.0,2.0,22.0,25.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
William Carvalho,Real Betis Sevilla,Centrocampista defensivo,4.0,247.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Williot Swedberg,Celta Vigo,Extremo izquierdo,18.0,735.0,2.0,3.0,0.0,0.0,18.0,8.0,44.0,14.0,2.0,14.0,0.0,7.0,18.0,10.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Willy Kambwala,Fc Villarreal,Defensa central,4.0,234.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0
Yangel Herrera,Fc Girona,Centrocampista,13.0,897.0,2.0,1.0,0.0,0.0,15.0,5.0,33.0,19.0,5.0,26.0,0.0,6.0,27.0,33.0,14.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Yarek Gasiorowski,Fc Valencia,Defensa central,12.0,826.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,33.0,0.0,1.0,2.0,4.0,22.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,81.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0
Yaser Asprilla,Fc Girona,Extremo derecho,11.0,728.0,1.0,0.0,0.0,0.0,19.0,4.0,21.0,44.0,10.0,23.0,1.0,8.0,14.0,7.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,81.0,12.0,7.0,3.0,1.0,0.0,0.0,3.0
Yellu Santiago,Fc Getafe,Centrocampista,13.0,307.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,5.0,11.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Yeray Alvarez,Athletic Bilbao,Defensa central,11.0,902.0,0.0,0.0,0.0,0.0,3.0,1.0,33.0,2.0,1.0,50.0,0.0,2.0,12.0,8.0,19.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,82.0,0.0,6.0,0.0,0.0,0.0,0.0,40.0
Yeremi Pino,Fc Villarreal,Extremo derecho,17.0,889.0,1.0,3.0,0.0,0.0,16.0,4.0,25.0,30.0,4.0,13.0,3.0,13.0,16.0,19.0,5.0,16.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,19.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Youssouf Sabaly,Real Betis Sevilla,Lateral derecho,14.0,1017.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,6.0,27.0,0.0,2.0,6.0,12.0,10.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,85.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0
Yuri Berchiche,Athletic Bilbao,Lateral izquierdo,17.0,1139.0,0.0,0.0,0.0,0.0,9.0,3.0,33.0,19.0,3.0,16.0,0.0,3.0,12.0,10.0,14.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,84.0,0.0,6.0,0.0,1.0,0.0,0.0,34.0
Yvan Neyou,Cd Leganes,Centrocampista defensivo,16.0,1291.0,1.0,1.0,0.0,0.0,12.0,2.0,17.0,8.0,2.0,25.0,1.0,4.0,34.0,17.0,16.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,4.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
